folio,efectivo,tarjeta,total,facturado
9851,488.0,0.0,488.0,False
9854,283.0,0.0,283.0,False
9866,495.0,0.0,495.0,False
9868,140.0,0.0,140.0,False
9869,1491.0,0.0,1491.0,False
9870,377.0,0.0,377.0,False
9871,365.0,0.0,365.0,False
9874,133.0,0.0,133.0,False
9884,360.0,0.0,360.0,False
9885,236.0,0.0,236.0,False
9887,722.0,0.0,722.0,False
9888,531.0,0.0,531.0,False
9891,431.0,0.0,431.0,False
9892,279.0,0.0,279.0,False
9897,673.0,0.0,673.0,False
9901,309.0,0.0,309.0,False
9903,852.0,0.0,852.0,False
9904,330.0,0.0,330.0,False
9906,560.0,0.0,560.0,False
9908,581.0,0.0,581.0,False
9911,291.0,0.0,291.0,False
9913,256.0,0.0,256.0,False
9914,439.0,0.0,439.0,False
9916,480.0,0.0,480.0,False
9917,279.0,0.0,279.0,False
9918,431.0,0.0,431.0,False
9919,416.0,0.0,416.0,False
9932,214.0,0.0,214.0,False
9935,386.0,0.0,386.0,False
9936,476.0,0.0,476.0,False
9938,172.0,0.0,172.0,False
9943,433.0,0.0,433.0,False
9946,122.0,0.0,122.0,False
9949,386.0,0.0,386.0,False
9954,250.0,0.0,250.0,False
9956,592.0,0.0,592.0,False
9957,405.0,0.0,405.0,False
9958,223.0,0.0,223.0,False
9961,437.0,0.0,437.0,False
9964,249.0,0.0,249.0,False
