folio,efectivo,tarjeta,total,facturado
9967,0.0,0.0,0.0,False
9968,160.0,0.0,160.0,False
9969,454.0,0.0,454.0,False
9970,6.0,0.0,6.0,False
9971,74.6,0.0,74.6,False
9972,6.0,0.0,6.0,False
9973,6.0,0.0,6.0,False
9974,0.0,597.3,543.0,True
9975,0.0,447.35,389.0,True
9978,0.0,325.6,296.0,True
9976,0.0,317.4,276.0,True
9977,218.0,0.0,218.0,False
9979,6.0,0.0,6.0,False
9980,9.0,0.0,9.0,False
9981,400.0,0.0,400.0,False
9982,140.0,0.0,140.0,False
9983,294.0,0.0,294.0,False
9984,368.0,0.0,368.0,False
9985,0.0,423.5,385.0,True
9986,354.0,0.0,354.0,False
9987,311.0,0.0,311.0,False
9988,6.0,0.0,6.0,False
9989,0.0,666.6,606.0,True
9990,593.0,0.0,593.0,False
9991,0.0,273.9,249.0,True
9992,0.0,405.0,405.0,True
9993,0.0,319.0,290.0,True
9994,0.0,403.7,367.0,True
9995,0.0,313.95,273.0,True
9996,0.0,140.8,128.0,True
9998,8.0,0.0,8.0,False
9997,0.0,24.5,24.5,True
9999,0.0,82.0,82.0,True
10000,239.0,0.0,239.0,False
10001,0.0,855.8,778.0,True
10002,0.0,482.9,439.0,True
10003,0.0,481.0,461.0,True
10004,553.0,0.0,553.0,False
10005,86.0,0.0,86.0,False
10006,0.0,1014.0,1014.0,True
10007,0.0,338.8,308.0,True
10010,49.0,0.0,49.0,False
10008,156.0,0.0,156.0,False
10009,197.0,0.0,197.0,False
10011,0.0,1106.6,1006.0,True
10012,0.0,340.0,340.0,True
10013,0.0,368.0,320.0,True
10014,0.0,678.7,617.0,True
10015,70.0,0.0,70.0,False
10018,104.0,0.0,104.0,False
10016,431.0,0.0,431.0,False
10017,0.0,504.9,459.0,True
10019,0.0,402.6,366.0,True
10020,0.0,310.0,310.0,True
10021,0.0,319.0,290.0,True
10022,0.0,420.2,382.0,True
10023,0.0,80.0,80.0,True
10024,0.0,366.3,333.0,True
10027,0.0,149.6,136.0,True
10025,0.0,82.5,75.0,True
10026,357.0,0.0,357.0,False
10028,315.0,0.0,315.0,False
10029,308.0,0.0,308.0,False
10030,0.0,524.04,437.0,True
10031,0.0,410.3,373.0,True
10032,0.0,228.8,208.0,True
10034,174.0,0.0,174.0,False
10033,314.0,0.0,314.0,False
10035,682.0,0.0,682.0,False
10036,0.0,515.9,469.0,True
10037,0.0,367.4,334.0,True
10038,453.0,0.0,453.0,False
10039,348.0,0.0,348.0,False
10040,0.0,315.0,295.0,True
10041,292.0,0.0,292.0,False
10042,363.0,0.0,363.0,False
10043,720.0,0.0,720.0,False
10046,0.0,228.8,208.0,True
10044,0.0,830.5,755.0,True
10045,110.0,0.0,110.0,False
10047,0.0,853.6,776.0,True
10048,369.0,0.0,369.0,False
10049,0.0,809.0,809.0,True
10050,0.0,136.4,124.0,True
10051,0.0,118.0,118.0,True
10052,0.0,101.0,101.0,True
10053,674.0,0.0,674.0,False
10054,0.0,356.4,324.0,True
10092,0.0,424.6,386.0,True
10055,0.0,0.0,0.0,False
10056,0.0,375.1,341.0,True
10057,7.0,0.0,7.0,False
10059,456.0,0.0,456.0,False
10058,0.0,284.0,234.0,True
10060,0.0,154.0,140.0,True
10061,0.0,215.6,196.0,True
10082,0.0,77.0,70.0,True
10062,337.0,0.0,337.0,False
10063,0.0,797.0,724.0,True
10064,98.0,0.0,98.0,False
10065,371.0,0.0,371.0,False
10066,138.0,148.5,273.0,True
10067,369.0,0.0,369.0,False
10068,114.0,0.0,114.0,False
10069,0.0,131.0,119.0,True
10070,614.0,0.0,614.0,False
10071,0.0,332.35,289.0,True
10072,0.0,0.0,0.0,False
10074,0.0,305.0,305.0,True
10073,0.0,140.0,140.0,True
10076,0.0,249.7,227.0,True
10075,391.0,0.0,391.0,False
10077,0.0,200.0,200.0,True
10078,42.0,0.0,42.0,False
10079,0.0,0.0,0.0,False
10080,0.0,390.0,390.0,True
10081,0.0,513.7,467.0,True
10083,0.0,347.6,316.0,True
10084,130.0,0.0,130.0,False
10085,6.0,0.0,6.0,False
10087,0.0,93.6,93.6,True
10086,0.0,450.12,402.0,True
10088,694.0,0.0,694.0,False
10089,484.0,0.0,484.0,False
10091,0.0,641.3,583.0,True
10090,68.6,0.0,68.6,False
10093,210.0,0.0,210.0,False
10094,383.0,0.0,383.0,False
10095,0.0,0.0,0.0,False
10096,0.0,42.0,42.0,True
10097,630.0,584.0,1145.0,True
10098,0.0,194.35,169.0,True
10099,0.0,347.3,302.0,True
10100,193.0,0.0,193.0,False
10101,407.0,0.0,407.0,False
10102,0.0,166.1,151.0,True
10103,0.0,289.0,262.0,True
10104,52.5,0.0,52.5,False
10107,327.0,0.0,327.0,False
10105,600.0,0.0,600.0,False
10106,339.0,0.0,339.0,False
10108,316.0,0.0,316.0,False
10109,0.0,2117.5,1925.0,True
10110,0.0,651.2,592.0,True
10111,0.0,941.0,941.0,True
10112,417.0,0.0,417.0,False
10113,576.0,0.0,576.0,False
10114,6.0,0.0,6.0,False
10115,6.0,0.0,6.0,False
10118,459.0,0.0,459.0,False
10116,0.0,354.0,354.0,True
10119,8.0,0.0,8.0,False
10117,246.0,0.0,246.0,False
10120,246.0,0.0,246.0,False
10121,315.0,0.0,315.0,False
10122,157.0,0.0,157.0,False
10123,283.0,0.0,283.0,False
10124,140.0,0.0,140.0,False
10125,0.0,223.1,194.0,True
10126,386.0,0.0,386.0,False
10128,419.0,380.0,799.0,True
10127,0.0,434.5,395.0,True
10129,0.0,483.0,483.0,True
10130,110.0,0.0,110.0,False
10131,362.0,0.0,362.0,False
10133,482.0,0.0,482.0,False
10132,0.0,455.4,414.0,True
10136,0.0,946.0,859.0,True
10134,375.0,0.0,375.0,False
10135,0.0,792.0,792.0,True
10137,356.0,0.0,356.0,False
10138,376.0,0.0,376.0,False
10139,140.0,0.0,140.0,False
10140,0.0,420.2,382.0,True
10141,0.0,462.3,402.0,True
10142,0.0,0.0,0.0,False
10143,0.0,445.5,405.0,True
10144,188.0,0.0,188.0,False
10145,0.0,905.3,823.0,True
10146,0.0,328.9,299.0,True
10147,0.0,504.9,459.0,True
10148,233.0,0.0,233.0,False
10149,70.0,0.0,70.0,False
10151,0.0,897.0,897.0,True
10150,33.6,0.0,33.6,False
10152,0.0,1337.6,1216.0,True
10153,0.0,184.8,168.0,True
10154,163.0,0.0,163.0,False
10155,0.0,432.3,393.0,True
10156,310.0,0.0,310.0,False
10157,0.0,100.0,100.0,True
10158,138.0,0.0,138.0,False
10159,0.0,828.0,828.0,True
10160,0.0,403.0,403.0,True
10161,345.0,155.0,500.0,True
10162,0.0,133.1,121.0,True
10163,213.0,0.0,213.0,False
10164,5.0,45.5,50.5,True
